Field,Journal Title,AJG 2024,AJG 2021,Citescore rank,SNIP rank,SJR rank,JIF rank,SDG content (2017-21),International co-authorship (2017-21),Academic-non-academic collaborations (2017-21),Citations policy docs (2017-21),ISSN,Publisher,JCR_2021_JIF,JCR_2021_JCI,JCR_2021_JIF_Quartile,JCR_2021_Total_Citations,Eigenfactor,Article_Influence_Score,JCR_Category,JCR_2023_JIF,JCR_2023_JCI,JCR_2023_JIF_Quartile,JCR_2023_Total_Citations,JCR_2023_Eigenfactor,JCR_2023_AIS,JCR_2023_Category
PUB SEC,Public Administration Review,4*,4*,3,2,2,2,41%,36%,10%,1.120,15406210,Wiley-Blackwell,8.144,2.58,Q1,13578,0.011,2.748,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Governance,4,4,8,4,5,8,53%,43%,12%,1.129,14680491,Wiley-Blackwell,3.22,1.43,Q1,3113,0.004,1.769,POLITICAL SCIENCE - SSCI,,,,,,,
PUB SEC,Journal of Public Administration Research and Theory,4,4,2,1,1,3,37%,35%,11%,0.969,14779803,Oxford University Press,6.16,2.92,Q1,7919,0.005,2.853,POLITICAL SCIENCE - SSCI,,,,,,,
PUB SEC,Public Administration,4,4,13,12,11,10,31%,47%,5%,0.785,14679299,Wiley-Blackwell,4.013,1.52,Q1,5359,0.005,1.574,POLITICAL SCIENCE - SSCI,,,,,,,
PUB SEC,Public Management Review,4,4,5,5,8,4,38%,37%,9%,0.818,14719045,Taylor & Francis,6.004,1.55,Q2,6665,0.007,1.686,MANAGEMENT - SSCI,5,1.42,Q1,7310,0.008,1.589,MANAGEMENT
PUB SEC,American Review of Public Administration,3,3,15,10,10,12,48%,32%,8%,0.790,15523357,SAGE,4.929,1.56,Q1,3233,0.004,1.485,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Environment and Planning C: Politics and Space,3,3,17,26,21,20,75%,39%,13%,0.714,,,,,,,,,,,,,,,,
PUB SEC,Health Services Research,3,3,12,22,9,13,53%,12%,56%,1.228,14756773,Wiley-Blackwell,3.734,1.11,Q2,10503,0.013,1.704,HEALTH CARE SCIENCES & SERVICES - SCIE,,,,,,,
PUB SEC,International Public Management Journal,3,3,27,21,7,14,31%,49%,11%,0.541,15593169,Taylor & Francis,2.951,0.96,Q2,1760,0.002,1.025,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,International Review of Administrative Sciences,3,3,24,14,25,18,51%,35%,10%,0.753,14617226,SAGE,2.397,0.99,Q3,2407,0.002,0.861,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Journal of European Public Policy,3,3,1,3,3,7,39%,53%,9%,2.544,14664429,Taylor & Francis,4.366,2.3,Q1,6131,0.012,2.447,POLITICAL SCIENCE - SSCI,,,,,,,
PUB SEC,Journal of Policy Analysis and Management,3,3,9,11,4,5,52%,20%,25%,5.189,15206688,Wiley-Blackwell,4.585,1.52,Q1,3303,0.006,3.907,ECONOMICS - SSCI,2.6,0.98,Q1,2967,0.005,3.178,ECONOMICS
PUB SEC,Milbank Quarterly,3,3,14,18,13,1,50%,30%,32%,2.032,14680009,Wiley-Blackwell,6.237,1.86,Q1,4779,0.005,4.215,HEALTH CARE SCIENCES & SERVICES - SCIE,,,,,,,
PUB SEC,Policy and Politics,3,3,11,13,18,15,52%,39%,6%,1.391,14708442,The Policy Press,3.297,1.75,Q1,1685,0.003,1.543,POLITICAL SCIENCE - SSCI,,,,,,,
PUB SEC,Policy Studies Journal,3,4,7,12,6,50%,20%,19%,0.888,,,,,,,,,,,,,,,,,
PUB SEC,Regulation and Governance,3,3,6,6,14,9,54%,51%,11%,1.535,17485991,Wiley-Blackwell,3.203,2.46,Q1,1942,0.003,1.401,LAW - SSCI,,,,,,,
PUB SEC,Administration and Society,2,2,25,17,23,25,45%,27%,9%,0.405,15523039,SAGE,3.121,1.08,Q2,2700,0.003,0.979,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Australian Journal of Public Administration,2,2,42,40,41,39,44%,23%,9%,0.800,14678500,Wiley-Blackwell,2.14,0.66,Q3,1400,0.001,0.591,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Educational Management Administration and Leadership,2,2,18,9,15,21,38%,14%,6%,0.783,17411440,SAGE,2.569,1.66,Q2,2201,0.002,0.698,EDUCATION & EDUCATIONAL RESEARCH - SSCI,,,,,,,
PUB SEC,Evidence and Policy,2,2,35,39,35,32,37%,26%,25%,1.017,17442656,The Policy Press,2.595,1.29,Q2,889,0.001,0.687,"SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",,,,,,,
PUB SEC,Health Care Management Review,2,2,19,16,20,19,28%,16%,34%,0.306,15505030,Wolters Kluwer Health,3.097,1.22,Q2,1865,0.001,0.834,HEALTH POLICY & SERVICES - SSCI,,,,,,,
PUB SEC,Health Care Management Science,2,2,22,23,24,22,35%,27%,32%,0.205,15729389,Springer Nature,3.979,1.35,Q1,1833,0.001,0.722,HEALTH POLICY & SERVICES - SSCI,,,,,,,
PUB SEC,Health Policy,2,2,16,20,19,16,51%,39%,48%,1.563,18726054,Elsevier,3.255,1.01,Q2,9325,0.008,0.972,HEALTH CARE SCIENCES & SERVICES - SCIE,,,,,,,
PUB SEC,International Journal of Emergency Services,2,2,61,60,63,24%,25%,21%,0.161,,20470908,Emerald,,0.42,,138,0.0,0.176,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",,,,,,,
PUB SEC,International Journal of Public Administration,2,2,45,45,40,52%,35%,14%,0.416,,15324265,Taylor & Francis,,0.76,,2554,0.003,0.488,PUBLIC ADMINISTRATION - ESCI,,,,,,,
PUB SEC,Journal of Health Services Research and Policy,2,2,26,33,31,23,41%,26%,44%,0.647,17581060,SAGE,2.3,0.73,Q3,2597,0.001,0.855,HEALTH POLICY & SERVICES - SSCI,,,,,,,
PUB SEC,Journal of Public Policy,2,31,29,28,27,53%,30%,10%,0.738,,,,,,,,,,,,,,,,,
PUB SEC,Local Government Studies,2,2,28,24,27,28,44%,22%,9%,0.646,17439388,Taylor & Francis,2.059,0.82,Q2,1614,0.002,0.76,POLITICAL SCIENCE - SSCI,,,,,,,
PUB SEC,Perspectives on Public Management & Governance,2,2,20,29%,26%,18%,0.525,,,,23984929,Public Management Research Association,,1.57,,311,0.001,1.746,PUBLIC ADMINISTRATION - ESCI,,,,,,,
PUB SEC,Policing,2,2,49,43,29,36,34%,18%,21%,0.508,1758695X,Emerald,1.932,0.76,Q3,2093,0.002,0.659,CRIMINOLOGY & PENOLOGY - SSCI,,,,,,,
PUB SEC,Policy Design and Practice,2,7,15,17,65%,34%,16%,2.365,,,,,,,,,,,,,,,,,,
PUB SEC,Policy Studies,2,2,40,37,47,38,60%,42%,12%,0.868,14701006,Taylor & Francis,2.152,0.73,Q3,1170,0.001,0.764,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Public Administration and Development,2,2,36,28,36,35,86%,50%,11%,0.730,1099162X,Wiley-Blackwell,1.9,0.65,Q3,1089,0.001,0.67,DEVELOPMENT STUDIES - SSCI,,,,,,,
PUB SEC,Public Integrity,2,2,59,51,48,58%,14%,8%,0.329,,15580989,Taylor & Francis,,0.56,,488,0.001,0.473,PUBLIC ADMINISTRATION - ESCI,,,,,,,
PUB SEC,Public Money and Management,2,2,39,41,37,37,37%,36%,16%,0.421,14679302,Taylor & Francis,3.04,0.89,Q2,2336,0.002,0.549,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Public Organization Review,2,2,51,46,55,47%,33%,8%,0.294,,,,,,,,,,,,,,,,,
PUB SEC,Public Performance & Management Review,2,2,32,30,22,24,44%,38%,10%,0.262,15579271,Taylor & Francis,2.806,0.98,Q2,1558,0.002,0.72,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Public Personnel Management,2,2,38,32,30,29,33%,38%,8%,0.221,19457421,SAGE,2.6,1.0,Q2,1206,0.001,0.754,INDUSTRIAL RELATIONS & LABOR - SSCI,,,,,,,
PUB SEC,Public Policy and Administration,2,2,21,65,33,17,38%,35%,7%,0.698,17494192,SAGE,2.909,1.08,Q2,911,0.001,0.938,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Review of Policy Research,2,29,42,32,26,71%,33%,17%,0.538,,,,,,,,,,,,,,,,,
PUB SEC,Review of Public Personnel Administration,2,2,10,8,6,11,32%,30%,7%,0.496,1552759X,SAGE,4.072,1.67,Q1,1572,0.002,1.314,PUBLIC ADMINISTRATION - SSCI,,,,,,,
PUB SEC,Social Policy and Administration,2,2,30,19,26,31,80%,36%,11%,1.953,14679515,Wiley-Blackwell,2.283,1.05,Q3,2370,0.003,0.938,DEVELOPMENT STUDIES - SSCI,,,,,,,
PUB SEC,State Politics and Policy Quarterly,2,42,25,16,33,47%,7%,4%,0.582,,,,,,,,,,,,,,,,,
PUB SEC,"Transforming Government: People, Process and Policy",2,2,23,27,39,83%,38%,11%,0.165,,17506166,Emerald,,0.78,,733,0.001,0.453,INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI,,,,,,,
PUB SEC,Administrative Theory and Praxis,1,1,62,47,49,42%,6%,9%,0.138,,,,,,,,,,,,,,,,,
PUB SEC,Asia and the Pacific Policy Studies,1,37,38,43,84%,40%,13%,1.446,,,,,,,,,,,,,,,,,,
PUB SEC,Asia Pacific Journal of Public Administration,1,56,59,50,74%,38%,9%,0.539,,,,,,,,,,,,,,,,,,
PUB SEC,Brazilian Journal of Public Administration (Revista de Administração Pú,1,65,44,59,62%,18%,17%,0.520,,,,,,,,,,,,,,,,,,
PUB SEC,British Journal of Health Care Management,1,1,68,67,66,29%,13%,29%,0.042,,,,,,,,,,,,,,,,,
PUB SEC,Canadian Public Administration,1,57,53,51,41,26%,11%,9%,0.351,,,,,,,,,,,,,,,,,
PUB SEC,Canadian Public Policy/Analyse de politiques,1,52,50,42,40,74%,20%,18%,2.146,,,,,,,,,,,,,,,,,
PUB SEC,Health Services Management Research,1,1,53,57,56,21%,19%,38%,0.423,,17581044,SAGE,,0.39,,493,0.0,0.34,HEALTH POLICY & SERVICES - ESCI,,,,,,,
PUB SEC,International Journal of Educational Management,1,1,44,34,44,60%,26%,13%,0.098,,0951354X,Emerald,,0.34,,2128,0.002,0.368,MANAGEMENT - ESCI,2.4,0.5,Q3,2350,0.002,0.418,MANAGEMENT
PUB SEC,International Journal of Health Care Quality Assurance,1,1,47,49,54,40%,18%,32%,0.159,,09526862,Emerald,,0.41,,1592,0.001,0.31,HEALTH POLICY & SERVICES - ESCI,,,,,,,
PUB SEC,International Journal of Health Governance,1,1,55,66,64,61%,24%,28%,0.082,,,,,,,,,,,,,,,,,
PUB SEC,International Journal of Healthcare Technology and Management,1,1,66,68,67,43%,34%,23%,0.000,,,,,,,,,,,,,,,,,
PUB SEC,International Journal of Public Leadership,1,67,53%,19%,10%,0.157,,,,,,,,,,,,,,,,,,,,
PUB SEC,International Journal of Public Sector Management,1,1,34,35,38,48%,37%,7%,0.296,,09513558,Emerald,,0.63,,1630,0.001,0.612,MANAGEMENT - ESCI,2.5,0.76,Q3,1616,0.001,0.608,MANAGEMENT
PUB SEC,International Review of Public Administration,1,1,64,63,60,46%,32%,18%,0.047,,,,,,,,,,,,,,,,,
PUB SEC,Journal of Asian Public Policy,1,50,58,57,78%,33%,8%,0.260,,,,,,,,,,,,,,,,,,
PUB SEC,Journal of Comparative Policy Analysis,1,33,31,34,30,52%,55%,10%,0.458,,,,,,,,,,,,,,,,,
PUB SEC,Journal of Health Organization and Management,1,1,41,54,46,34,24%,22%,35%,0.192,17587247,Emerald,2.059,0.55,Q4,1531,0.001,0.417,HEALTH POLICY & SERVICES - SSCI,,,,,,,
PUB SEC,Journal of Public Affairs,1,1,57,61,65,67%,27%,14%,0.142,,14791854,Wiley-Blackwell,,0.64,,1943,0.002,0.297,PUBLIC ADMINISTRATION - ESCI,,,,,,,
PUB SEC,Journal of Public Affairs Education,1,1,48,48,45,44%,9%,10%,0.048,,23289643,Taylor & Francis,,1.16,,675,0.001,0.508,EDUCATION & EDUCATIONAL RESEARCH - ESCI,,,,,,,
PUB SEC,Leadership in Health Services,1,1,46,55,53,28%,18%,31%,0.110,,17511887,Emerald,,0.66,,716,0.001,0.344,HEALTH POLICY & SERVICES - ESCI,,,,,,,
PUB SEC,Policing: A journal of policy and practice,1,36,30%,17%,19%,0.509,,,,,,,,,,,,,,,,,,,,
PUB SEC,Public Administration Quarterly,1,1,,,,,,,,,,,,,,,,,,,,,,,,
PUB SEC,Public Works Management and Policy,1,54,52,52,79%,23%,19%,0.511,,,,,,,,,,,,,,,,,,
PUB SEC,State and Local Government Review,1,69,62,61,57%,7%,6%,0.519,,,,,,,,,,,,,,,,,,
PUB SEC,Teaching Public Administration,1,1,60,56,62,37%,17%,8%,0.163,,20478720,SAGE,,0.64,,188,0.0,0.274,EDUCATION & EDUCATIONAL RESEARCH - ESCI,,,,,,,
PUB SEC,Voluntary Sector Review,1,63,64,58,40%,25%,18%,0.273,"REGIONAL STUDIES, PLANEconomic Geography",4,,,,,,,,,,,,,,,,
SECTOR,Annals of Tourism Research,4,4,19,8,6,3,42%,49%,8%,0.236,18737722,Elsevier,12.853,3.33,Q1,21475,0.011,2.485,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Journal of Service Research,4,4,2,3,1,2,10%,66%,9%,0.164,15527379,SAGE,10.052,2.09,Q1,8180,0.004,2.71,BUSINESS - SSCI,9.8,1.97,Q1,7619,0.005,3.419,BUSINESS
SECTOR,Journal of Travel Research,4,4,4,4,3,4,43%,57%,9%,0.196,15526763,SAGE,8.933,2.37,Q1,14718,0.009,1.844,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Tourism Management,4,4,1,1,2,1,51%,48%,11%,0.287,18793193,Elsevier,12.879,3.02,Q1,38152,0.022,2.268,ENVIRONMENTAL STUDIES - SSCI,10.9,2.8,Q1,32404,0.019,2.314,MANAGEMENT
SECTOR,"Transportation Research, Series B: Methodological",4,4,6,5,4,14,46%,55%,16%,0.216,18792367,Elsevier,7.632,1.69,Q1,18249,0.018,2.073,ECONOMICS - SSCI,,,,,,,
SECTOR,Energy Journal,3,3,40,46,28,49,60%,54%,37%,1.843,19449089,International Association for Energy Eco- nomics,3.494,0.69,Q2,3975,0.004,0.965,ECONOMICS - SSCI,2,0.58,Q2,3317,0.002,0.716,ECONOMICS
SECTOR,European Sport Management Quarterly,3,3,46,38,38,42,28%,48%,11%,0.247,1746031X,Taylor & Francis,3.714,0.86,Q3,2125,0.002,0.734,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Food Policy,3,3,16,9,12,19,77%,46%,37%,4.700,18735657,Elsevier,6.08,1.7,Q1,11047,0.008,1.688,AGRICULTURAL ECONOMICS & POLICY - SCIE,6.8,1.83,Q1,10470,0.008,1.609,ECONOMICS
SECTOR,International Journal of Contemporary Hospitality Management,3,3,15,25,13,12,37%,48%,7%,0.068,,,,,,,,,,9.1,2.4,Q1,15139,0.013,1.447,MANAGEMENT
SECTOR,International Journal of Hospitality Management,3,3,9,6,7,7,29%,47%,8%,0.124,18734693,Elsevier,10.427,2.55,Q1,21418,0.014,1.605,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Journal of Sustainable Tourism,3,3,11,14,18,17,91%,50%,14%,0.559,17477646,Taylor & Francis,9.47,1.78,Q1,11894,0.01,1.491,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI,,,,,,,
SECTOR,Nonprofit and Voluntary Sector Quarterly,3,3,48,28,34,41,27%,27%,9%,0.292,15527395,SAGE,3.348,1.34,Q1,5055,0.003,1.004,SOCIAL ISSUES - SSCI,,,,,,,
SECTOR,"Transportation Research, Part A: Policy and Practice",3,3,14,10,9,21,67%,40%,22%,1.097,18792375,Elsevier,6.615,1.75,Q1,20124,0.021,1.598,ECONOMICS - SSCI,,,,,,,
SECTOR,"Transportation Research, Part D: Transport and Environment",3,3,13,19,21,22,84%,35%,26%,1.034,,,,,,,,,,,,,,,,
SECTOR,"Transportation Research, Part E: Logistics and Transportation Review",3,3,10,11,8,15,36%,51%,13%,0.167,,,,,,,,,,,,,,,,
SECTOR,Annals of Leisure Research,2,2,61,64,73,27%,24%,9%,0.145,,21596816,Taylor & Francis,,0.63,,966,0.001,0.446,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Building Research and Information,2,2,18,24,33,30,59%,24%,22%,0.716,14664321,Taylor & Francis,4.799,0.87,Q2,4724,0.003,0.905,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE,,,,,,,
SECTOR,Cornell Hospitality Quarterly,2,2,38,47,37,34,22%,29%,8%,0.051,19389663,SAGE,3.758,1.0,Q3,2295,0.001,0.764,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3.4,0.96,Q2,1910,0.001,0.906,MANAGEMENT
SECTOR,Current Issues in Tourism,2,2,12,12,19,20,56%,44%,9%,0.218,17477603,Taylor & Francis,7.578,1.76,Q2,10071,0.01,1.158,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Energy Policy,2,2,8,22,10,16,87%,36%,30%,1.588,18736777,Elsevier,7.576,1.64,Q1,70489,0.045,1.411,ECONOMICS - SSCI,9.3,2,Q1,67215,0.044,1.624,ECONOMICS
SECTOR,Environmental Management,2,2,34,60,43,45,89%,34%,45%,0.770,14321009,Springer Nature,3.644,0.6,Q3,13174,0.005,0.722,ENVIRONMENTAL SCIENCES - SCIE,,,,,,,
SECTOR,Event Management,2,2,94,91,88,35%,42%,13%,0.042,,,,,,,,,,,,,,,,,
SECTOR,Hospitality and Society,2,2,90,98,84,38%,30%,10%,0.082,,20427921,Intellect Publishers,,0.45,,410,0.0,0.278,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,International Journal of Strategic Property Management,2,2,65,80,81,62,69%,39%,11%,0.121,16489179,Vilnius Gediminas Technical University,2.591,0.6,Q4,842,0.001,0.356,MANAGEMENT - SSCI,2,0.55,Q3,707,0,0.281,MANAGEMENT
SECTOR,International Journal of Tourism Research,2,2,35,36,32,35,52%,56%,15%,0.124,15221970,Wiley-Blackwell,4.737,1.03,Q2,4789,0.003,0.853,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Journal of Hospitality and Tourism Management,2,1,39,32,36,10,46%,51%,10%,0.068,18395260,Elsevier,7.629,1.72,Q1,4061,0.004,1.129,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",7.6,1.97,Q1,6820,0.008,1.471,MANAGEMENT
SECTOR,Journal of Hospitality and Tourism Research,2,2,20,16,16,27,33%,43%,15%,0.033,15577554,SAGE,4.317,1.09,Q2,3990,0.002,0.824,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Journal of Management in Engineering - ASCE,2,2,23,27,26,31,51%,38%,18%,0.079,19435479,ASCE,6.415,1.3,Q1,5619,0.003,0.748,"ENGINEERING, CIVIL - SCIE",,,,,,,
SECTOR,Journal of Service Management,2,2,7,20,11,11,15%,64%,8%,0.139,17575826,Emerald,9.45,2.53,Q1,3914,0.004,1.775,MANAGEMENT - SSCI,7.8,1.97,Q1,3952,0.004,2.178,MANAGEMENT
SECTOR,Journal of Sport Management,2,2,42,35,29,36,14%,33%,4%,0.081,1543270X,Human Kinetics Publishers Inc.,3.909,1.08,Q3,3501,0.002,0.966,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3.5,1.15,Q2,3113,0.002,0.973,MANAGEMENT
SECTOR,Journal of Sports Economics,2,2,67,37,57,65,17%,19%,13%,0.257,15527794,SAGE,1.848,0.68,Q3,1305,0.001,0.481,ECONOMICS - SSCI,1.8,0.5,Q2,1354,0.001,0.648,ECONOMICS
SECTOR,Journal of Transport Geography,2,2,26,15,17,23,74%,39%,19%,0.856,18731236,Elsevier,5.899,1.73,Q1,13828,0.011,1.319,ECONOMICS - SSCI,5.7,1.76,Q1,14193,0.012,1.361,ECONOMICS
SECTOR,Journal of Travel and Tourism Marketing,2,2,20,30,22,26,28%,47%,10%,0.107,15407306,Taylor & Francis,8.178,1.99,Q1,6746,0.005,1.199,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Leisure Sciences,2,2,55,45,58,46,34%,24%,10%,0.097,15210588,Taylor & Francis,5.008,0.92,Q2,3703,0.002,0.939,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Leisure Studies,2,2,50,39,56,52,41%,33%,6%,0.228,14664496,Taylor & Francis,2.531,0.67,Q3,2344,0.002,0.634,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Marine Policy,2,2,31,41,31,37,85%,45%,48%,1.682,18729460,Elsevier,4.315,1.6,Q2,15982,0.016,0.95,ENVIRONMENTAL STUDIES - SSCI,,,,,,,
SECTOR,Maritime Policy and Management,2,2,30,34,35,43,44%,46%,21%,0.292,14645254,Taylor & Francis,3.167,0.81,Q3,2745,0.002,0.655,TRANSPORTATION - SSCI,,,,,,,
SECTOR,Museum Management and Curatorship,2,2,97,49,91,41%,20%,11%,0.210,,18729185,Taylor & Francis,,4.45,,908,0.001,0.469,"HUMANITIES, MULTIDISCIPLINARY - AHCI",,,,,,,
SECTOR,Scandinavian Journal of Hospitality and Tourism,2,2,33,42,39,44,56%,49%,15%,0.250,15022269,Taylor & Francis,4.694,1.55,Q2,1724,0.001,0.663,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Service Industries Journal,2,2,32,59,40,40,36%,42%,11%,0.109,17439507,Taylor & Francis,9.405,1.83,Q1,4574,0.002,0.965,MANAGEMENT - SSCI,7.4,2.01,Q1,4544,0.003,1.349,MANAGEMENT
SECTOR,Sport Management Review,2,2,28,13,24,29,24%,35%,9%,0.444,18392083,Elsevier,5.589,1.45,Q2,3318,0.002,1.02,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",3.7,0.96,Q2,3155,0.003,1.218,MANAGEMENT
SECTOR,Tourism Analysis,2,2,85,96,74,51%,42%,10%,0.048,,19433999,Cognizant Communication Corporation,,0.4,,1381,0.001,0.359,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Tourism Economics,2,2,58,71,53,58,58%,38%,12%,0.191,20440375,SAGE,4.582,1.16,Q1,3826,0.003,0.555,ECONOMICS - SSCI,3.6,1.11,Q1,4091,0.003,0.794,ECONOMICS
SECTOR,Tourism Geographies,2,2,24,26,27,24,76%,47%,8%,0.376,14701340,Taylor & Francis,11.355,2.47,Q1,4653,0.005,1.833,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,Tourism Management Perspectives,2,2,29,23,30,8,52%,41%,12%,0.162,22119744,Elsevier,7.608,1.87,Q1,5424,0.006,1.223,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",7.3,1.85,Q1,6626,0.007,1.474,MANAGEMENT
SECTOR,Tourism Planning and Development,2,2,56,72,63,84%,43%,17%,0.161,,21568324,Taylor & Francis,,0.83,,1329,0.001,0.543,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Tourism Recreation Research,2,2,59,76,52,59%,46%,11%,0.094,,23200308,Taylor & Francis,,1.01,,2231,0.002,0.635,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,Transport Policy,2,2,25,21,20,32,79%,34%,22%,1.343,1879310X,Elsevier,6.173,1.69,Q1,10813,0.01,1.263,ECONOMICS - SSCI,6.3,1.83,Q1,12131,0.011,1.245,ECONOMICS
SECTOR,Transport Reviews,2,2,3,2,5,6,69%,33%,19%,3.514,14645327,Taylor & Francis,10.185,1.76,Q1,5341,0.005,2.921,TRANSPORTATION - SSCI,,,,,,,
SECTOR,Transportation,2,2,27,17,14,28,63%,35%,22%,1.038,15729435,Springer Nature,4.814,1.22,Q1,6757,0.007,1.405,"ENGINEERING, CIVIL - SCIE",,,,,,,
SECTOR,Voluntas,2,2,68,51,55,56,46%,31%,11%,0.265,15737888,Springer Nature,2.794,1.1,Q2,3498,0.004,0.71,SOCIAL ISSUES - SSCI,,,,,,,
SECTOR,Advances in Hospitality and Leisure,1,1,104,104,104,49%,43%,10%,0.000,,,,,,,,,,,,,,,,,
SECTOR,Anatolia: An International Journal of Tourism and Hospitality Research,1,1,84,93,85,39%,44%,10%,0.026,,,,,,,,,,,,,,,,,
SECTOR,Asia Pacific Journal of Tourism Research,1,1,49,68,49,50,60%,43%,13%,0.080,17416507,Taylor & Francis,4.074,0.99,Q2,3434,0.003,0.674,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,British Food Journal,1,1,57,75,72,53,47%,31%,18%,0.191,17584108,Emerald,3.224,0.95,Q2,8451,0.004,0.394,AGRICULTURAL ECONOMICS & POLICY - SCIE,,,,,,,
SECTOR,"Digital Policy, Regulation and Governance",1,1,74,81,92,57%,29%,15%,0.574,,23985038,Emerald,,0.61,,281,0.0,0.422,INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI,,,,,,,
SECTOR,"Engineering, Construction and Architectural Management",1,1,53,48,62,33,56%,44%,13%,0.057,1365232X,Emerald,3.85,0.74,Q2,4198,0.002,0.445,"ENGINEERING, CIVIL - SCIE",,,,,,,
SECTOR,Facilities,1,1,76,74,76,51%,33%,24%,0.040,,02632772,Emerald,,0.57,,1775,0.001,0.269,MANAGEMENT - ESCI,1.6,0.48,Q3,1587,0.001,0.275,MANAGEMENT
SECTOR,International Hospitality Review,1,1,,,,,,,,,,,,,,,,,,,,,,,,
SECTOR,"International Journal of Culture, Tourism and Hospitality Research",1,1,80,84,78,50%,31%,11%,0.022,,17506182,Emerald,,0.68,,1187,0.001,0.427,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,International Journal of Event and Festival Management,1,1,83,77,80,46%,27%,14%,0.102,,17582962,Emerald,,0.47,,549,0.0,0.377,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
SECTOR,International Journal of Heritage Studies,1,1,69,29,64,63,64%,34%,11%,0.175,14703610,Taylor & Francis,1.692,3.28,,1847,0.002,0.641,"HUMANITIES, MULTIDISCIPLINARY - AHCI",,,,,,,
SECTOR,International Journal of Hospitality and Tourism Administration,1,1,60,85,70,32%,37%,12%,0.028,,,,,,,,,,,,,,,,,
SECTOR,International Journal of Sport and Society,1,1,35%,23%,7%,0.037,,,,,,,,,,,,,,,,,,,,
SECTOR,International Journal of Sport Finance,1,1,99,88,90,68,23%,22%,20%,0.012,1930076X,Fitness Information Technology,1.0,0.24,Q4,392,0.0,0.301,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI",,,,,,,
SECTOR,International Journal of Sport Management,1,1,,,,,,,,,,,,,,,,,,,,,,,,
SECTOR,International Journal of Sport Management and Marketing,1,1,102,102,101,15%,35%,7%,0.000,,,,,,,,,,,,,,,,,
SECTOR,International Journal of Sport Policy and Politics,1,1,63,55,51,47%,40%,13%,0.398,,19406959,Taylor & Francis,,0.61,,1066,0.001,0.565,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",,,,,,,
